Species,SpecCode,CommonName,ITOFF.Group,Kingdom,Phylum,Class,Order,Family,Genus,System,Group,Status,EstabwildSuccess,Means_Introduction,IUCN_Status,Polar,Boreal,Temperate,SubTropical,Tropical,Impacting,Impacted_by,ReproMode,Fertilization,RepGuild1,RepGuild2,Spawning,MeanFecundity,MinFecundity,MaxFecundity,BroodSize,AgeMaturity_Years_Estimate,MeanAgeMaturity_Years,GenerationTime_Years_Estimate,TrophicLevel_Estimate,TrophicLevel,FeedingType,Relative_BrainWeight,Longevity_Years_Estimate,Tmax,Wmax,Lmax,TempPref_min,TempPref_max,TempRange,TolerableTemp_min,TolerableTemp_max,Temp_Range_tolerable,Sources
Knipowitschia caucasica,14505,Caucasian dwarf goby,1,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Knipowitschia,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Accidental,LC,,1,1,1,,Cobitis battalgilae (Unclear); Cobitis bilseli (Unclear),,dioecism,,guarders,,,,,,,,1,,,3.34,predator,8.946853147,,2,,4.5,,,,,,,Fishbase
Lepomis gulosus,3373,Warmouth,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Freshwater,Nonnative,Invasive,1,Conservation; Fishing recreation; Passive; Stock contamination; Accidental,LC,,,1,1,1,,Belonesox belizanus (Competition); Lepomis auritus (Hybridisation); Pelmatolapia mariae (Competition); Mayaheros urophthalmus (Competition),dioecism,external,guarders,nesters,,,,,,2.5,,2.7,,3.35,predator,,9.8,,,28,10,20,10,,,,CABI-ISC;IUCN GISD; Fishbase
Lepomis macrochirus,3375,Bluegill,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Freshwater,Nonnative,Invasive,0.888888889,Fishing recreation; Forage; Fisheries; Aquaculture; Other,LC,,1,1,1,1,Archoplites interruptus (Competition); Acheilognathus longipinnis (Predation); Acheilognathus cyanostigma (Predation); Labeo seeberi (Unclear); Sarcocheilichthys biwaensis (Predation); Ischikauia steenackeri (Predation); Sedercypris erubescens (Unclear); Pseudobarbus burchelli (Unclear); Yuriria chapalae (Unclear); Pseudorasbora pumila (Predation); Gnathopogon caerulescens (Predation); Cobitis magnostriata (Predation); Carassius cuvieri (Predation); Austroglanis barnardi (Predation),Ctenopharyngodon idella (Environment change); Lepomis gibbosus (Hybridisation); Morone americana (Competition); Oreochromis aureus (Competition); Oreochromis niloticus (Competition); Pelmatolapia mariae (Competition); Herichthys cyanoguttatus (Unclear); Lepomis auritus (Hybridisation); Morone saxatilis (Predation),dioecism,external,guarders,nesters,,,,,,2.2,,2.5,,3.53,predator,,,9.5,,,1,36,35,,,,CABI-ISC; IUCN GISD; fishbase
Lepomis megalotis,3377,Longear sunfish,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Freshwater,Nonnative,Invasive,,Stock contamination; Aquaculture,LC,,,1,1,,Herichthys minckleyi (Unclear),Lepomis auritus (Competition),dioecism,external,guarders,nesters,one clear seasonal peak per year,,,,,3.3,,4.5,,3.64,predator,,6,,,,,,,,,,USGS-NAS; IUCN; Fishbase
Lepomis microlophus,3378,Redear sunfish,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Freshwater,Nonnative,Invasive,0.75,Fishing recreation; Stock contamination; Control agent; Other,LC,,,1,1,1,Lepomis gibbosus (Competition),Oreochromis aureus (Competition); Oreochromis niloticus (Competition),dioecism,external,guarders,nesters,,,,64000,,3.3,,3.9,3.5,,,,7,,,,,,,,,,CABI-ISC; IUCN; Fishbase
Lepomis punctatus,3379,Spotted sunfish,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Freshwater,Nonnative,Failed,0,Forage,LC,,,1,1,,,Mayaheros urophthalmus (Competition); Pelmatolapia mariae (Competition),dioecism,external,guarders,nesters,,,,,,1.8,,2.5,3.4,,,,6.7,,,,,,,,,,IUCN; Fishbase
Leporinus fasciatus,5352,Banded leporinus,1,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus,Freshwater,Nonnative,Extirpated,,Aquaria; Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,,2.6,,3,,2.95,variable,,10.5,,,,22,26,4,,,,CABI-ISC; IUCN; Fishbase
Leucaspius delineatus,4782,Belica,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leucaspius,Freshwater_Brackish,Nonnative,Established,1,Diffused from other countries; Bait; Ornamental,LC,,1,1,1,,,,dioecism,external,guarders,clutch tenders,one clear seasonal peak per year,1600,300,2900,,,1,,,3.24,variable,,2,,,12,2,32,30,,,,CABI-ISC; IUCN; Fishbase
Macropodus opercularis,4777,Paradisefish,1,Animalia,Chordata,Actinopterygii,Perciformes,Belontiidae,Macropodus,Freshwater_Brackish,Nonnative,Established,0.666666667,Aquaria; Ornamental,LC,,,1,1,1,,,dioecism,external,guarders,nesters,,,,,500,0.6,,0.8,,3.78,predator,,1.8,,,5.300000191,,,,,,,USGS-NAS; IUCN; Fishbase
Mayaheros urophthalmus,4798,Mexican mojarra,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Freshwater_Brackish,Nonnative,Invasive,1,Aquaria; Fish farms; Ornamental,LC,,,,,1,Lepomis gulosus (Competition); Lepomis punctatus (Competition); Jordanella floridae (Predation); Lucania goodei (Predation),,dioecism,external,guarders,nesters,,4350,2085,6615,600,4.4,,6.7,,3.85,variable,,,7,,21,20,39,19,14,39,25,CABI-ISC; FishBase; IUCN
Micropercops cinctus,4695,,1,Animalia,Chordata,Actinopterygii,Perciformes,Odontobutidae,Micropercops,Freshwater,Nonnative,Invasive,1,Accidental,LC,,,1,1,1,,,dioecism,external,guarders,,,,,,,3,,3.9,,2.95,,,9.2,,,,18,22,4,,,,Fishbase
Micropterus coosae,3381,Redeye bass,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Freshwater,Nonnative,Invasive,1,Fishing recreation,LC,,,1,,1,Micropterus dolomieu  (Hybridisation),Micropterus henshalli (Hybridisation),dioecism,external,guarders,nesters,,,,,,3.6,,4.4,3.6,,,,15,,,,,,,,,,USGS-NAS; IUCN; Fishbase
Micropterus treculii,3386,Guadalupe bass,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Freshwater,Nonnative,Established,,,NT,,,1,1,,,Micropterus dolomieu (Hybridisation),dioecism,external,guarders,nesters,,,,,,3.6,,4.4,3.6,,,,15,,,,,,,,,,USGS-NAS; IUCN; Fishbase
Nandopsis tetracanthus,27741,Biajaca,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Nandopsis,Freshwater_Brackish,Nonnative,Invasive,,,LC,,,,,1,Lucifuga dentata (Unclear),Clarias gariepinus (Predation); Micropterus salmoides (Unclear); Hypophthalmichthys molitrix (Unclear); Hypophthalmichthys nobilis (Unclear); Cyprinus carpio (Unclear); Ctenopharyngodon Idella (Unclear),dioecism,external,guarders,clutch tenders,one clear seasonal peak per year,,600,,600,1.5,,2.1,,3.72,predator,,5.5,,,,24,30,6,,,,Fishbase
Noturus flavus,3033,Stonecat,1,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Freshwater,Nonnative,Reported,,Unknown,LC,,1,1,,,,,dioecism,external,guarders,nesters,,,,306,,2.1,,2.3,,3.24,,3.793103448,8.3,,,,5,23,18,,,,USGS-NAS; IUCN; Fishbase
Noturus gilberti,3036,Orangefin madtom,1,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Freshwater,Nonnative,Established,,Unknown,EN,,,1,,,,,dioecism,external,guarders,nesters,,,,62,,0.9,,1.2,3.3,,,,2.9,,,,,,,,,,USGS-NAS; IUCN; Fishbase
Noturus insignis,3039,Margined madtom,1,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Freshwater,Nonnative,Established,1,Bait,LC,,1,1,,,,,dioecism,external,guarders,,,,,,,1.2,,1.6,,3.31,,,4.3,,,15.80000019,,,,,,,USGS-NAS; IUCN; Fishbase
Novumbra hubbsi,2706,Olympic mudminnow,1,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Novumbra,Freshwater,Nonnative,Established,,,LC,,,1,1,,,,dioecism,external,guarders,,,,,,,0.9,,1.1,3.2,,,,2.7,,,,4,25,19,,,,USGS-NAS; IUCN; Fishbase
Omobranchus ferox,7565,Gossamer blenny,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Omobranchus,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Ballast,LC,,,,1,1,,,dioecism,external,guarders,nesters,,,,,,1,,1.3,,3.5,,,3,,,6.349999905,,,,,,,CABI-ISC; IUCN; USGS-NAS; Fishbase
Ophisternon aenigmaticum,27762,Obscure swamp eel,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,Ophisternon,Freshwater_Brackish,Nonnative,Established,1,,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,,4.9,,6.9,3.3,,,,22.1,,,,,,,,,,CABI-ISC; IUCN; Fishbase
Oxyeleotris lineolata,22769,Sleepy cod,1,Animalia,Chordata,Actinopterygii,Gobiiformes,Butidae,Oxyeleotris,Freshwater,Nonnative,Invasive,,,LC,,,,1,1,Mogurnda clivicola (Competition); Neosiluroides cooperensis (Competition),,dioecism,external,guarders,nesters,,,,70000,70000,,,,,3.7,predator,,,,,,20,28,8,,,,Fishbase
Pelmatolapia mariae,2489,Spotted tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Pelmatolapia,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Aquaria; Fish farms; Ornamental,LC,,,1,1,1,Lepomis gulosus (Competition); Lepomis macrochirus (Competition); Lepomis punctatus (Competition); Glossogobius bellendenensis (Unclear); Cairnsichthys rhombosomoides (Unclear),Oreochromis aureus (Competition); Hemichromis letourneuxi (Unclear),dioecism,external,guarders,nesters,one clear seasonal peak per year,,,,300,1.7,,2.3,3.5,,,,6.1,,,,20,25,5,11,37,26,GISD; IUCN; Fishbase; CABI; USGS-NAS
Pelvicachromis pulcher,7778,Rainbow krib,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Pelvicachromis,Freshwater_Brackish,Nonnative,Invasive,0.5,Aquaria; Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,250,200,300,,0.8,,1.1,,3.25,predator,,2.6,,,,24,25,1,,,,CABI-ISC; FishBase; IUCN
Pimephales notatus,2931,Bluntnose minnow,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Freshwater,Nonnative,Invasive,,Fishing recreation,LC,,1,1,,,Pimephales promelas (Hybridisation); Pimephales vigilax (Hybridisation),,dioecism,external,guarders,nesters,,,,,,1.6,,2.2,,2.41,variable,,5.4,,,,0,33,33,,,,USGS-NAS; Fishbase; IUCN
Pimephales promelas,4785,Fathead minnow,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Freshwater,Nonnative,Invasive,1,Aquaria; Fishing recreation; Forage; Bait; Ornamental,LC,,1,1,1,1,Ptychocheilus lucius (Unclear); Deltistes luxatus (Competition; Predation); Chasmistes brevirostris (Competition; Predation); Catostomus discobolus (Competiton); Catostomus latipinnis (Competition); Gila seminuda (Competition); Plagopterus argentissimus (Competition); Chasmistes brevirostris (Competition; Predation); Deltistes luxatus (Unclear); Plagopterus argentissimus (Competition); Gila seminuda (Competition); Deltistes luxatus (Competition; Predation),Pimephales notatus (Hybridisation); Chasmistes brevirostris (Unclear); Gila seminuda (Unclear),dioecism,external,guarders,nesters,,,,10164,,,1.875,1.5,,3.13,variable,,,4,,5,10,29,19,0,40,40,CABI-ISC; USGS-NAS; (He and Kitchell; 1990); Fishbase; IUCN
Pomoxis annularis,3387,White crappie,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,Freshwater,Nonnative,Invasive,0.666666667,Fish farms; Fishing recreation; Aquaculture; Fisheries,LC,,,1,1,1,Catostomus warnerensis (Predation),,dioecism,external,guarders,clutch tenders,,,,147800,9000,1.9,,2.4,,3.81,predator,,,8,,,27,29,2,,31.1,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Ponticola kessleri,25977,Bighead goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Ponticola,Freshwater_Brackish,Nonnative,Established,1,,LC,,,1,1,,,,dioecism,external,guarders,clutch tenders,,3155,618,5650,,2,,2.8,,3.47,variable,,7.3,,,21,4,20,16,,,,IUCN; Fishbase
Pterygoplichthys multiradiatus,4793,Orinoco sailfin catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys,Freshwater,Nonnative,Invasive,1,Aquaria; Ornamental; Accidental,,,,,1,1,,,dioecism,external,guarders,nesters,throughout the year; but peaking once,,1983,,,2.1,,2.6,,2.16,browser,,8.9,,,,23,27,5,,,,USGS-NAS; Fishbase; CABI-ISC
Pungitius platygaster,22914,Southern ninespine stickleback,1,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,Freshwater_Brackish_Marine,Nonnative,Established,1,,LC,,1,1,1,,,,dioecism,external,guarders,nesters,,,,90,,1,,1.3,,3.5,browser,,2.9,,,6,,,,,,,CABI-ISC; Fishbase
Pungitius pungitius,3273,Ninespine stickleback,1,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,Freshwater_Brackish_Marine,Nonnative,Established,1,Fishing recreation,LC,1,1,1,1,,,,dioecism,external,guarders,nesters,one clear seasonal peak per year,393.5,187.5,557.5,65,,1.5,2,,3.35,predator,19.47142857,,4.5,,6.833333333,10,20,10,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Rhinogobius brunneus,23675,Amur goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,Freshwater_Brackish_Marine,Nonnative,Established,1,Aquaria; Ballast,,,1,1,1,1,,,dioecism,external,guarders,nesters,,,,,,4.7,,6.1,3.7,,,,20.4,,,,16,20,4,,,,CABI-ISC; USGS-NAS; Fishbase; IUCN
Rocio octofasciata,3616,Jack Dempsey,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Rocio,Freshwater,Nonnative,Invasive,1,Aquaria; Fish farms; Ornamental,LC,,,,1,1,,,dioecism,external,guarders,clutch tenders,,650,500,800,650,1.5,,1.6,,3.53,variable,,3.5,,,,22,30,8,8,,,USGS-NAS; Fishbase; IUCN; CABI-ISC
Sandelia capensis,10054,Cape kurper,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Sandelia,Freshwater,Nonnative,Invasive,,,,,,,1,1,Sedercypris erubescens (Unclear),,dioecism,external,guarders,clutch tenders,,,,,,3,,4.2,,3.79,predator,,11.3,,,,18,22,4,,,,Fishbase
Symphysodon discus,11186,Red discus,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Freshwater,Nonnative,Reported,,Fish farms; Ornamental; Aquaculture,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,,,,,,2.93,variable,,,,,,26,30,4,,,,USGS-NAS; Fishbase; IUCN
Telmatochromis bifrenatus,8881,,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Telmatochromis,Freshwater,Nonnative,Failed,,Aquaria; Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,80,0.7,,0.9,2,,browser,,2.2,,,,24,26,2,,,,CABI-ISC; USGS-NAS; Fishbase; IUCN
Thorichthys meeki,4676,Firemouth cichlid,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Freshwater,Nonnative,Invasive,0.833333333,Aquaria; Fish farms; Aquaculture; Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,,1.1,,1.5,,2,variable,,4,,,,26,30,,,,,USGS-NAS; Fishbase; IUCN
Tilapia sparrmanii,4719,Banded tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,Freshwater,Nonnative,Invasive,0.75,Fish farms; Aquaculture,LC,,,1,1,1,Labeo seeberi (Predation; Competition); Pseudobarbus verloreni (Competition); Tilapia guinasana (Hybridisation); Pseudobarbus burchelli (Unclear); Oreochromis chungruruensis (Unclear); Austroglanis barnardi (Unclear),,dioecism,external,guarders,nesters,,,,,,0.8,,1,,2.68,variable,,2.6,,,,22,25,3,,,,USGS-NAS; Fishbase; IUCN
Trichogaster fasciata,4770,Banded gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichogaster,Freshwater,Nonnative,Invasive,1,Aquaria; Ornamental,LC,,,1,1,1,,,dioecism,external,guarders,nesters,,,,,550,1.3,,1.8,2.8,,browser,,4.7,,,10,22,28,6,,,,USGS-NAS; Fishbase; IUCN
Trichogaster labiosa,4772,Thick lipped gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichogaster,Freshwater,Nonnative,Invasive,1,Fish farms; Ornamental; Aquaculture,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,550,0.6,,0.8,2.9,,,,1.9,,,7,22,28,6,,,,USGS-NAS; Fishbase; IUCN
Trichogaster lalius,4774,Dwarf gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Colisa,Freshwater,Nonnative,Invasive,0.75,Fish farms; Ornamental,LC,,,1,,1,,,dioecism,external,guarders,nesters,,1218,127,2309,600,0.6,,0.9,2.9,,,,2,,,,25,28,3,,,,USGS-NAS; FishBase; IUCN
Trichopodus leerii,4674,Pearl gourami,1,Animalia,Chordata,Actinopterygii,Perciformes,Belontiidae,Trichogaster,Freshwater,Nonnative,Invasive,0.75,Fish farms; Aquaculture; Ornamental,NT,,,,,1,,,dioecism,external,guarders,nesters,,,,,,0.8,,1,2.8,,,,2.5,,,,24,28,4,,,,CABI-ISC; USGS-NAS; Fishbase; IUCN
Trichopodus trichopterus,4675,Three spot gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichopodus,Freshwater,Nonnative,Invasive,0.888888889,Aquaculture; Ornamental,LC,,,,1,1,Puntius semifasciolatus (Unclear); Oryzias asinua (Unclear),,dioecism,external,guarders,nesters,,,,,,,,,,2.68,,,,,,,22,28,6,,,,CABI-ISC; Fishbase
Trichopsis vittata,4728,Croaking gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichopsis,Freshwater,Nonnative,Established,1,Aquaria; Fish farms; Ornamental,LC,,,1,,1,,,dioecism,external,guarders,nesters,,,,,,,,,,3.380000114,,,,,,,22,28,6,,,,CABI-ISC; USGS-NAS; Fishbase; IUCN
Tridentiger trigonocephalus,3899,Chameleon goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Tridentiger,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Ballast; Other (Fertlised eggs on introduced oysters),LC,,,1,1,,,Tridentiger bifasciatus (Predation),dioecism,external,guarders,nesters,,,,,,1,,1.8,3.4,,,12.6242741,3,,,10.10000038,2,20,18,5,34.8,29.8,GISD; IUCN; Fishbase; CABI-ISC; Kim and Noh (1996); Hirose and Kubo (1983); Hwang et al. (2011); USGS-NAS
Umbra pygmaea,2708,Eastern mudminnow,1,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,Freshwater,Nonnative,Invasive,1,Aquaria; Fish farms; Research; Diffused from other countries,LC,,,1,,,,Misgurnus anguillicaudatus (Competition),dioecism,external,guarders,nesters,,1298.5,90.5,2566,,,1.833333333,2.7,,3.25,variable,,5,,,12.57142857,4,23,19,0.1,23,22.9,CABI-ISC; (Schmidt and Schmidt; 2014); Fishbase; IUCN
Vieja maculicauda,12208,Blackbelt cichlid,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Freshwater_Brackish,Nonnative,Failed,,Aquaria; Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,800,,,,,2,variable,,,,,,26,28,2,,,,USGS-NAS; Fishbase; IUCN
Vieja melanurus,12322,Redhead cichlid,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Paraneetroplus,Freshwater_Brackish,Nonnative,Invasive,1,Ornamental,,,,,,1,Telmatherina bonti (Predation); Telmatherina wahjui (Predation),,dioecism,external,guarders,clutch tenders,,,,,400,2,,2.3,,2.57,variable,,7.9,,,,24,30,6,,,,Fishbase
Andinoacara rivulatus,12209,Green terror,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Andinoacara,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,600,1.3,,1.7,,3.26,,,4.6,,,,20,24,4,,,,IUCN; Fishbase
Monopterus albus,4663,Asian swamp eel,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus,Freshwater,Nonnative,Invasive,1,Aquaria; Stocking; Aquaculture; Ornamental,LC,,,1,1,1,Melanotaenia arfakensis (Unclear),,protogyny,external,guarders,nesters,,,,1000,,5.6,,10.2,,2.880000114,predator,,26.2,,,64.5,25,28,3,8.5,38.9,30.4,GISD; IUCN; Fishbase; Lefevre et al. (2016); Shafland; Gestring; and Stanford (2009)
Ambloplites constellatus,3360,Ozark bass,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Ambloplites,Freshwater,Nonnative,Reported,,Fishing recreation,LC,,,1,,,,,,,guarders,,,,,,,2.2,,2.6,3.5,,,,,9,,26,,,,,,,USGS-NAS; FishBase; IUCN
Hemichromis guttatus,62877,,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Hemichromis,Freshwater_Brackish,Nonnative,Invasive,,,LC,,,,,1,Cyprinodon bifasciatus (Competition); Gambusia longispinis (Competition); Etheostoma lugoi (Unclear),,,,guarders,clutch tenders,,,,,,1,,1.4,3.3,,,,3.5,,,9.199999809,,,,,,,Fishbase
Pimephales vigilax,2934,Bullhead minnow,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Freshwater,Nonnative,Invasive,,Fishing recreation,LC,,,1,1,,Gila nigrescens (Unclear),Pimephales notatus (Hybridisation),,,guarders,,,,,,,1.4,,1.9,2.6,,,,5,,,,,,,,,,USGS-NAS; Fishbase; IUCN; CABI-ISC
Ponticola gorlap,49693,Caspian bighead goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Ponticola,Freshwater_Brackish_Marine,Nonnative,Reported,,,LC,,1,1,1,,,,,,guarders,,,,,,,,2.5,2.7,3.8,,,,9.5,,,20,,,,,,,CABI-ISC; Fishbase; IUCN
Proterorhinus semilunaris,65128,Western tubenose goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Proterorhinus,Freshwater_Brackish,Nonnative,Invasive,,Ballast,LC,,,1,1,,Etheostoma caeruleum (Competition); Noturus stigmosus (Competition),,,,guarders,,,,,,,1.5,,,3.3,,,,,,,,,,,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Pterygoplichthys disjunctivus,51938,Vermiculated sailfin catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys,Freshwater,Nonnative,Invasive,1,Aquaria; Fish farms; Ornamental,,,,1,,1,,,,,guarders,,,,,,,2.7,,3.7,,,,,12,,,39.93000031,,,,,,,USGS-NAS; Fishbase; CABI-ISC
Tridentiger bifasciatus,56294,Shimofuri goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Tridentiger,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Ballast,LC,,,1,1,,Tridentiger trigonocephalus (Predation); Hysterocarpus traski (Competition); Catostomus occidentalis (Competition); Cottus asper (Competition); Leptocottus armatus (Competition); Platichthys stellatus (Competition),Acanthogobius flavimanus (Unclear),,,guarders,,,,,,,1,,,3.5,,,,2,,,,10,25,15,,,,USGS-NAS; IUCN; Fishbase
Etheostoma caeruleum,3405,Rainbow darter,1,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,Freshwater,Nonnative,Established,,,LC,,,1,,,,Proterorhinus semilunaris (Competition); Neogobius melanostomus (Competition; Predation),dioecism,external,nonguarders,brood hiders,,985,508,1131,,1.2,,1.5,,3.3,predator,,3,,,8,4,18,14,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Etheostoma rufilineatum,3460,Redline darter,1,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,Freshwater,Nonnative,Established,,,LC,,,1,1,,,,dioecism,external,nonguarders,brood hiders,,,,,,1.2,,1.5,3.3,,,,3.7,,,9.800000191,,,,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Fundulus chrysotus,3187,Golden topminnow,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,Freshwater,Nonnative,Established,,,LC,,,1,1,,,,dioecism,external,nonguarders,brood hiders,,,,,,0.8,,1,3.2,,,,2.4,,,7.5,18,25,7,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Fundulus heteroclitus,3192,Mummichog,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Fishing recreation; Control agent,LC,,1,1,1,1,Apricaphanius baeticus (Unclear),,dioecism,external,nonguarders,brood hiders,,,,,,1.1,,1.5,,3.59,variable,,,4,,11.66666667,10,24,14,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Salmo carpio,46490,,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Freshwater,Nonnative,Failed,0,,CR,,,1,,,,,dioecism,external,nonguarders,brood hiders,Two seasonal peaks per year,,,,,2.5,,3.8,,3.5,predator,,,5,,50,,,,,,,IUCN; Fishbase
Labeo capensis,5129,Orange river mudfish,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Freshwater,Nonnative,Invasive,,,LC,,,,1,1,Pseudobarbus quathlambae (Unclear),Labeo umbratus (Hybridization),,,,,,,,,,3.7,,4.7,,2,browser,,15.9,,,,,,,,,,Fishbase; IUCN
Astyanax jordani,6181,,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Freshwater,Nonnative,Reported,,Ornamental,EN,,,1,1,1,,,dioecism,external,nonguarders,brood hiders,,,,,,1,,1.4,2.8,,,,3.4,,,,20,25,5,,,,IUCN; FishBase
Cobitis bilineata,49105,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Freshwater,Nonnative,Reported,,,LC,,,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,,,,,2,,2.6,3.3,,,,,4,,7.5,,,,,,,IUCN; Fishbase
Cyprinodon pisteri,59790,Palomas pupfish,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Freshwater,Nonnative,Failed,0,,LC,,,1,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,2.6,,,,,,,,,,,,,,IUCN; Fishbase
Melanotaenia boesemani,10489,Boeseman's rainbowfish,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Freshwater,Nonnative,Reported,,Ornamental,EN,,,,1,1,,Channa striata (Competition); Carassius auratus (Competition); Cyprinus carpio (Competition),dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,2.7,,3.6,2.9,,,,8.7,,,,27,30,3,,,,IUCN_Fishbase
